datetime,open,high,low,close
2024-04-28 00:00:00,138.8892,139.0605,138.7889,138.9646
2024-04-29 00:00:00,138.9418,139.091,138.843,139.0529
2024-04-30 00:00:00,138.9952,139.1138,138.9332,139.017
2024-05-01 00:00:00,139.168,139.2636,139.0768,139.1432
2024-05-02 00:00:00,138.9213,139.1627,138.8194,139.1118
2024-05-03 00:00:00,138.8551,138.9625,138.81,138.8411
2024-05-04 00:00:00,138.774,138.919,138.6434,138.796
2024-05-05 00:00:00,138.7299,138.8823,138.6332,138.7895
2024-05-06 00:00:00,138.9423,139.0062,138.8894,138.9217
2024-05-07 00:00:00,138.8027,138.8989,138.7085,138.8545
2024-05-08 00:00:00,138.7735,138.8997,138.6868,138.7661
2024-05-09 00:00:00,139.162,139.3396,139.0559,139.1845
2024-05-10 00:00:00,139.2191,139.4478,139.1067,139.3854
2024-05-11 00:00:00,139.6575,139.7736,139.3299,139.4939
2024-05-12 00:00:00,139.6981,139.8236,139.5396,139.6318
2024-05-13 00:00:00,139.648,139.8826,139.5989,139.7235
2024-05-14 00:00:00,139.9168,140.0056,139.6673,139.7683
2024-05-15 00:00:00,139.9795,140.0391,139.8648,139.9777
2024-05-16 00:00:00,140.1321,140.1935,139.8948,140.0824
2024-05-17 00:00:00,140.3838,140.4972,140.3039,140.3825
2024-05-18 00:00:00,140.5877,140.7707,140.5117,140.637
2024-05-19 00:00:00,140.5624,140.7291,140.4126,140.5121
2024-05-20 00:00:00,140.4469,140.5444,140.2746,140.3901
2024-05-21 00:00:00,140.7435,140.8175,140.4501,140.6643
2024-05-22 00:00:00,140.7199,140.7875,140.5671,140.6649
2024-05-23 00:00:00,140.475,140.6433,140.3107,140.3499
2024-05-24 00:00:00,139.9654,140.2377,139.8884,140.0789
2024-05-25 00:00:00,140.0461,140.1619,140.0005,140.068
2024-05-26 00:00:00,139.9717,140.1688,139.8563,140.0724
2024-05-27 00:00:00,140.1403,140.2113,140.0323,140.1565
2024-05-28 00:00:00,140.1789,140.3173,139.9751,140.0693
2024-05-29 00:00:00,139.9353,140.0376,139.8529,139.9845
2024-05-30 00:00:00,140.0737,140.2021,139.8327,140.0376
2024-05-31 00:00:00,139.9116,140.1513,139.9041,139.9107
2024-06-01 00:00:00,139.8287,139.9364,139.6964,139.8168
2024-06-02 00:00:00,139.7994,139.902,139.6352,139.7738
2024-06-03 00:00:00,139.3712,139.5331,139.3228,139.4332
2024-06-04 00:00:00,139.289,139.3565,139.1134,139.2451
2024-06-05 00:00:00,139.4009,139.5263,139.2846,139.3794
2024-06-06 00:00:00,139.1236,139.2484,139.0501,139.1257
2024-06-07 00:00:00,139.1602,139.2163,138.9758,139.1078
2024-06-08 00:00:00,139.4043,139.5504,139.3118,139.4431
2024-06-09 00:00:00,139.7424,139.8873,139.6548,139.7203
2024-06-10 00:00:00,139.7167,139.7286,139.5447,139.7174
2024-06-11 00:00:00,139.7569,140.0165,139.6635,139.8793
2024-06-12 00:00:00,139.9857,140.0108,139.8706,139.96
2024-06-13 00:00:00,140.1885,140.2776,140.1565,140.2287
2024-06-14 00:00:00,140.0324,140.217,139.8874,140.0089
2024-06-15 00:00:00,140.2095,140.2835,139.9868,140.0531
2024-06-16 00:00:00,140.1866,140.2359,140.1067,140.1482
2024-06-17 00:00:00,140.2179,140.2526,140.1107,140.2006
2024-06-18 00:00:00,140.1351,140.2293,140.0072,140.1029
2024-06-19 00:00:00,140.113,140.2825,139.9576,140.0393
2024-06-20 00:00:00,140.1386,140.2952,140.0011,140.1916
2024-06-21 00:00:00,140.4374,140.5605,140.3276,140.4642
2024-06-22 00:00:00,140.1956,140.2618,140.0759,140.1945
2024-06-23 00:00:00,139.8527,140.093,139.7397,139.9911
2024-06-24 00:00:00,139.9545,140.0408,139.8226,139.8923
2024-06-25 00:00:00,139.8685,140.0444,139.7695,139.9783
2024-06-26 00:00:00,140.1197,140.2465,140.0525,140.1311
2024-06-27 00:00:00,140.3018,140.3675,139.9671,140.1854
2024-06-28 00:00:00,140.0707,140.1794,139.9183,140.0695
2024-06-29 00:00:00,139.6998,139.9771,139.56,139.8468
2024-06-30 00:00:00,140.1432,140.2534,139.8464,139.9591
2024-07-01 00:00:00,140.1522,140.3354,140.0883,140.1264
2024-07-02 00:00:00,139.8177,140.1994,139.7363,140.0588
2024-07-03 00:00:00,140.3759,140.4756,140.1378,140.2251
2024-07-04 00:00:00,140.0765,140.2037,139.9445,140.1352
2024-07-05 00:00:00,140.1464,140.2377,139.9961,140.1418
2024-07-06 00:00:00,140.2208,140.3639,140.1284,140.2307
2024-07-07 00:00:00,140.1251,140.2484,139.9711,140.0232
2024-07-08 00:00:00,140.2415,140.2633,140.0369,140.2174
2024-07-09 00:00:00,140.3398,140.4497,140.1849,140.2774
2024-07-10 00:00:00,140.0668,140.1683,139.9131,139.9988
2024-07-11 00:00:00,140.0674,140.2012,139.9805,140.0619
2024-07-12 00:00:00,139.9057,140.1342,139.7719,140.0554
2024-07-13 00:00:00,140.2705,140.3899,140.0913,140.296
2024-07-14 00:00:00,140.2887,140.4726,140.1353,140.2373
2024-07-15 00:00:00,140.4085,140.5686,140.3124,140.4582
2024-07-16 00:00:00,140.558,140.7775,140.4122,140.4789
2024-07-17 00:00:00,140.4101,140.4573,140.2504,140.3753
2024-07-18 00:00:00,140.4589,140.6049,140.4364,140.4783
2024-07-19 00:00:00,140.507,140.6803,140.4348,140.6151
2024-07-20 00:00:00,140.603,140.7071,140.4628,140.5429
2024-07-21 00:00:00,140.7514,140.8517,140.5224,140.6407
2024-07-22 00:00:00,140.8825,140.9183,140.6393,140.8638
2024-07-23 00:00:00,141.1224,141.3593,141.0015,141.2613
2024-07-24 00:00:00,141.482,141.5684,141.3879,141.4352
2024-07-25 00:00:00,141.526,141.5715,141.4051,141.4537
2024-07-26 00:00:00,141.3137,141.5363,141.2355,141.4493
2024-07-27 00:00:00,141.4813,141.5863,141.401,141.5304
2024-07-28 00:00:00,141.4749,141.622,141.3374,141.5214
2024-07-29 00:00:00,141.854,141.9148,141.6557,141.7347
2024-07-30 00:00:00,141.4208,141.4846,141.1895,141.2878
2024-07-31 00:00:00,141.2868,141.5051,141.1881,141.3819
2024-08-01 00:00:00,141.0736,141.2333,141.0466,141.0532
2024-08-02 00:00:00,141.2131,141.3368,141.0764,141.1985
2024-08-03 00:00:00,141.4175,141.5769,141.338,141.4332
2024-08-04 00:00:00,141.5072,141.6588,141.3206,141.5642
2024-08-05 00:00:00,141.6333,141.6872,141.5728,141.6444
2024-08-06 00:00:00,141.7451,141.8664,141.5531,141.6793
2024-08-07 00:00:00,141.7664,141.8469,141.5993,141.6718
2024-08-08 00:00:00,141.8361,141.9222,141.7604,141.8316
2024-08-09 00:00:00,141.829,141.9467,141.7459,141.7854
2024-08-10 00:00:00,141.8746,141.9246,141.7235,141.8621
2024-08-11 00:00:00,141.7882,141.9515,141.6222,141.8117
2024-08-12 00:00:00,141.7184,141.7746,141.472,141.6877
2024-08-13 00:00:00,141.6824,141.75,141.4582,141.5988
2024-08-14 00:00:00,141.8203,142.0765,141.6953,141.9982
2024-08-15 00:00:00,141.9347,142.1891,141.8307,141.9815
2024-08-16 00:00:00,141.7453,141.7592,141.528,141.6855
2024-08-17 00:00:00,141.5916,141.7546,141.4756,141.5815
2024-08-18 00:00:00,141.2124,141.4902,141.0754,141.3311
2024-08-19 00:00:00,141.2445,141.3693,141.0519,141.1843
2024-08-20 00:00:00,140.7566,140.9227,140.6199,140.7777
2024-08-21 00:00:00,140.7644,141.0449,140.6398,140.9364
2024-08-22 00:00:00,141.3289,141.4792,141.2271,141.3957
2024-08-23 00:00:00,141.5242,141.7126,141.4636,141.5552
2024-08-24 00:00:00,141.5663,141.7111,141.5008,141.6032
2024-08-25 00:00:00,141.3922,141.5074,141.2436,141.3157
2024-08-26 00:00:00,141.4212,141.4723,141.2574,141.3519
2024-08-27 00:00:00,141.4857,141.5689,141.4436,141.4489
2024-08-28 00:00:00,141.6957,141.7964,141.5866,141.6727
2024-08-29 00:00:00,141.6903,141.7689,141.6273,141.7201
2024-08-30 00:00:00,141.5697,141.6547,141.4379,141.6126
2024-08-31 00:00:00,141.4231,141.4724,141.2593,141.3769
2024-09-01 00:00:00,141.6384,141.7019,141.5218,141.6242
2024-09-02 00:00:00,141.5295,141.7205,141.4213,141.6509
2024-09-03 00:00:00,141.572,141.7087,141.4281,141.5664
2024-09-04 00:00:00,141.7706,141.8562,141.6303,141.7294
2024-09-05 00:00:00,141.6587,141.7716,141.6449,141.6806
2024-09-06 00:00:00,141.619,141.672,141.5202,141.6207
2024-09-07 00:00:00,141.702,141.9173,141.6717,141.7135
2024-09-08 00:00:00,141.5485,141.8253,141.3158,141.6763
2024-09-09 00:00:00,141.235,141.361,141.1411,141.226
2024-09-10 00:00:00,141.1683,141.4679,141.0497,141.3253
2024-09-11 00:00:00,141.2883,141.4613,141.2126,141.3294
2024-09-12 00:00:00,141.3338,141.3818,141.2354,141.3695
2024-09-13 00:00:00,141.4587,141.5149,141.3076,141.4059
2024-09-14 00:00:00,141.5272,141.6893,141.3174,141.517
2024-09-15 00:00:00,141.2189,141.4962,141.0424,141.3534
2024-09-16 00:00:00,141.5765,141.6456,141.4552,141.5195
2024-09-17 00:00:00,141.6156,141.6887,141.5655,141.6794
2024-09-18 00:00:00,142.2626,142.3283,142.0644,142.128
2024-09-19 00:00:00,142.1171,142.3351,142.021,142.1696
2024-09-20 00:00:00,142.0657,142.1365,141.863,141.9741
2024-09-21 00:00:00,141.9498,142.088,141.8844,141.9718
2024-09-22 00:00:00,141.4852,141.6765,141.4231,141.6398
2024-09-23 00:00:00,141.6396,141.7674,141.5297,141.6357
2024-09-24 00:00:00,141.4433,141.4988,141.3518,141.4929
2024-09-25 00:00:00,141.6172,141.7111,141.4888,141.5801
2024-09-26 00:00:00,141.7498,141.8867,141.6196,141.7487
2024-09-27 00:00:00,141.8784,141.9498,141.7049,141.787
2024-09-28 00:00:00,141.5858,141.8194,141.3978,141.6416
2024-09-29 00:00:00,141.6855,141.8443,141.5053,141.6457
2024-09-30 00:00:00,141.7743,141.9307,141.6517,141.8627
2024-10-01 00:00:00,142.1283,142.1854,142.0387,142.121
2024-10-02 00:00:00,141.942,142.1772,141.8733,142.0021
2024-10-03 00:00:00,142.1572,142.3164,141.889,142.0058
2024-10-04 00:00:00,141.9244,142.1055,141.7645,141.8957
2024-10-05 00:00:00,142.1297,142.2555,142.0328,142.1228
2024-10-06 00:00:00,142.2906,142.319,142.1027,142.1996
2024-10-07 00:00:00,142.2028,142.3274,142.0635,142.2428
2024-10-08 00:00:00,142.6472,142.7635,142.5807,142.6031
2024-10-09 00:00:00,142.9555,143.0538,142.906,142.9501
2024-10-10 00:00:00,142.8632,143.0435,142.7399,142.9399
2024-10-11 00:00:00,142.9651,143.0225,142.774,142.9455
2024-10-12 00:00:00,142.7006,142.9185,142.6388,142.8279
2024-10-13 00:00:00,142.6214,142.7608,142.5805,142.6462
2024-10-14 00:00:00,142.7213,142.8554,142.529,142.6214
2024-10-15 00:00:00,142.636,142.742,142.4994,142.6444
2024-10-16 00:00:00,142.4594,142.7266,142.4039,142.6277
2024-10-17 00:00:00,142.7023,142.8524,142.4934,142.745
2024-10-18 00:00:00,142.4778,142.5859,142.4581,142.5565
2024-10-19 00:00:00,142.2439,142.312,142.2118,142.2184
2024-10-20 00:00:00,141.9947,142.0559,141.8698,141.9515
2024-10-21 00:00:00,142.1059,142.303,141.8594,142.011
2024-10-22 00:00:00,142.0498,142.2399,141.8655,142.0369
2024-10-23 00:00:00,142.013,142.1273,141.8784,141.981
2024-10-24 00:00:00,141.7981,141.9643,141.7753,141.891
2024-10-25 00:00:00,142.1488,142.1885,141.9414,142.1112
2024-10-26 00:00:00,142.1381,142.4638,141.9976,142.2717
2024-10-27 00:00:00,142.5571,142.7698,142.4359,142.6433
2024-10-28 00:00:00,142.6916,142.8443,142.6543,142.6796
2024-10-29 00:00:00,142.3585,142.5282,142.2888,142.4561
2024-10-30 00:00:00,142.5409,142.6425,142.456,142.5222
2024-10-31 00:00:00,142.5093,142.6475,142.3376,142.4426
2024-11-01 00:00:00,142.4933,142.5636,142.2522,142.3846
2024-11-02 00:00:00,142.5736,142.7335,142.5294,142.5922
2024-11-03 00:00:00,142.7885,142.8092,142.641,142.7745
2024-11-04 00:00:00,142.7036,142.7697,142.5221,142.6139
2024-11-05 00:00:00,142.6415,142.7778,142.5692,142.6648
2024-11-06 00:00:00,142.7861,142.8967,142.7481,142.7857
2024-11-07 00:00:00,142.997,143.0079,142.89,142.9948
2024-11-08 00:00:00,143.1539,143.1998,142.9015,143.0789
2024-11-09 00:00:00,143.2178,143.3105,142.9162,143.0502
2024-11-10 00:00:00,142.9061,143.139,142.7608,142.9842
2024-11-11 00:00:00,143.3212,143.3925,143.2443,143.2612
2024-11-12 00:00:00,143.0968,143.2033,142.9677,143.1441
2024-11-13 00:00:00,143.1842,143.3117,143.0915,143.2031
2024-11-14 00:00:00,143.294,143.442,143.1757,143.2414
2024-11-15 00:00:00,143.07,143.1757,142.8148,142.9701
2024-11-16 00:00:00,142.6513,142.7758,142.6234,142.6744
2024-11-17 00:00:00,142.6322,142.7861,142.4018,142.5815
2024-11-18 00:00:00,142.328,142.5521,142.181,142.4261
2024-11-19 00:00:00,142.3697,142.5999,142.2301,142.4608
2024-11-20 00:00:00,142.5263,142.6756,142.3868,142.5604
2024-11-21 00:00:00,142.3307,142.5762,142.2067,142.4598
2024-11-22 00:00:00,142.5245,142.5952,142.3664,142.4623
2024-11-23 00:00:00,142.4473,142.6271,142.3199,142.4073
2024-11-24 00:00:00,142.8842,143.0237,142.6478,142.7772
2024-11-25 00:00:00,143.0834,143.1904,143.0365,143.096
2024-11-26 00:00:00,143.2752,143.4018,143.0599,143.1811
2024-11-27 00:00:00,143.1569,143.1856,142.9926,143.145
2024-11-28 00:00:00,142.9939,143.1336,142.9351,143.0712
2024-11-29 00:00:00,143.2992,143.3313,143.0788,143.2251
2024-11-30 00:00:00,143.3444,143.4107,143.2817,143.385
2024-12-01 00:00:00,143.2949,143.377,143.2695,143.2709
2024-12-02 00:00:00,143.2055,143.4582,143.1658,143.3129
2024-12-03 00:00:00,143.1284,143.2611,142.9635,143.1882
2024-12-04 00:00:00,143.3837,143.4997,143.319,143.3416
2024-12-05 00:00:00,143.2093,143.299,143.0838,143.2479
2024-12-06 00:00:00,143.0648,143.1623,143.0619,143.1145
2024-12-07 00:00:00,143.3148,143.4235,143.1704,143.2216
2024-12-08 00:00:00,142.7468,142.9076,142.6198,142.7347
2024-12-09 00:00:00,143.0051,143.1614,142.8237,142.9016
2024-12-10 00:00:00,143.1453,143.1684,143.0113,143.091
2024-12-11 00:00:00,142.8271,142.9636,142.7805,142.8347
2024-12-12 00:00:00,142.5556,142.6744,142.2911,142.4647
2024-12-13 00:00:00,142.3006,142.5043,142.026,142.2264
2024-12-14 00:00:00,142.2074,142.2997,142.0387,142.1886
2024-12-15 00:00:00,142.3815,142.4135,142.2383,142.3754
2024-12-16 00:00:00,142.3348,142.448,142.1096,142.2908
2024-12-17 00:00:00,142.464,142.6131,142.2758,142.4956
2024-12-18 00:00:00,142.4292,142.5887,142.2361,142.3989
2024-12-19 00:00:00,142.3999,142.5293,142.2875,142.4923
2024-12-20 00:00:00,142.7403,142.7972,142.4051,142.562
2024-12-21 00:00:00,142.5837,142.7598,142.4754,142.7007
2024-12-22 00:00:00,142.601,142.7353,142.5415,142.6118
2024-12-23 00:00:00,142.6513,142.7686,142.5245,142.6958
2024-12-24 00:00:00,142.6126,142.7926,142.4911,142.5925
2024-12-25 00:00:00,142.6178,142.6995,142.4122,142.5663
